Subject,Start Date,All Day Event,Start Time,End Time,Location,Description
Ant-Man and the Wasp Adds Walton Goggins,7/18/2017,FALSE,12:18 PM,,,Variety
Andy Muschietti to Direct Robotech,7/17/2017,FALSE,9:42 PM,,,Hollywood Reporter
Martin Landau: 1928-2017,7/17/2017,FALSE,7:10 AM,,,New York Times
George A. Romero: 1940-2017,7/17/2017,FALSE,7:09 AM,,,Guardian
Jodie Whittaker Named New Doctor Who,7/16/2017,FALSE,8:40 AM,,,Variety
Will Smith Leads Live-Action Aladdin,7/16/2017,FALSE,8:28 AM,,,Variety
Tim Burton’s Dumbo Scheduled for 2019,7/16/2017,FALSE,8:26 AM,,,Variety
John Lasseter Steps Down from Toy Story 4,7/15/2017,FALSE,10:22 AM,,,Variety
Pixar Planning Space-Based Cars Spinoff,7/15/2017,FALSE,10:21 AM,,,Hollywood Reporter
Ryan Reynolds Rumored for Rainbow Six,7/12/2017,FALSE,2:10 PM,,,deadline
David Ayer Leaves Scarface,7/12/2017,FALSE,2:09 PM,,,Variety
Jaume Collet-Serra Rumored for Suicide Squad Sequel,7/11/2017,FALSE,6:46 PM,,,Variety
Bumblebee Adds Jorge Lendeborg Jr.,7/11/2017,FALSE,6:45 PM,,,Hollywood Reporter
Daisy Ridley and Tom Holland’s Chaos Walking Set for March 2019,7/11/2017,FALSE,6:44 PM,,,Variety
Stranger Things Sets October Premiere Date,7/11/2017,FALSE,10:39 AM,,,Variety
Marvel’s New Warriors Has Found Its Squirrel Girl,7/10/2017,FALSE,12:24 PM,,,Hollywood Reporter
Barry Jenkins to Direct If Beale Street Could Talk,7/10/2017,FALSE,12:04 PM,,,Variety
Castle Rock Adds Bill Skarsgård,7/10/2017,FALSE,12:03 PM,,,Variety
Curb Your Enthusiasm Returning in October,7/10/2017,FALSE,12:03 PM,,,Variety
Netflix Sets Premiere Date for BoJack Horseman Season 4,7/10/2017,FALSE,12:02 PM,,,ScreenRant
"Game of Thrones Season 7 Episode Titles, Synopses Revealed",7/7/2017,FALSE,1:15 PM,,,Variety
The Grudge Reboot in Development,7/7/2017,FALSE,4:47 AM,,,The Tracking Board
Angela Lansbury and Emily Watson Join Little Women,7/7/2017,FALSE,4:46 AM,,,Variety
Edgar Wright Is Considering a Baby Driver Sequel,7/5/2017,FALSE,11:59 AM,,,The Playlist
Assassin’s Creed Animated Series in Development,7/5/2017,FALSE,11:58 AM,,,Kotaku
Top Gun Sequel Scheduled for July 2019,7/1/2017,FALSE,7:59 AM,,,Variety
Mahershala Ali in Talks for True Detective,7/1/2017,FALSE,7:58 AM,,,Variety
The Carmichael Show Canceled,7/1/2017,FALSE,7:57 AM,,,Variety
Hawaii Five-0 Stars Exit Ahead of Season 8,6/30/2017,FALSE,11:10 AM,,,Variety
Patty Jenkins Confirmed to Direct Wonder Woman 2,6/29/2017,FALSE,1:26 PM,,,The Advocate
Alice Braga Joins New Mutants; Rosario Dawson Departs,6/29/2017,FALSE,12:44 PM,,,Hollywood Reporter
Sense8 Finale Special Scheduled for 2018,6/29/2017,FALSE,12:43 PM,,,Variety
F Is for Family Renewed for Season 3,6/28/2017,FALSE,12:48 PM,,,Variety
Better Call Saul Renewed for Season 4,6/27/2017,FALSE,12:31 PM,,,deadline
The Conjuring 3 Has a Writer,6/26/2017,FALSE,1:25 PM,,,Variety
Kevin Bacon Talks Tremors Reboot,6/26/2017,FALSE,12:33 PM,,,Screen International
Ben Affleck Returning for The Accountant Sequel,6/26/2017,FALSE,12:32 PM,,,deadline
Ron Howard Takes Over Han Solo Spinoff,6/22/2017,FALSE,10:22 AM,,,Entertainment Weekly
The Jurassic World Sequel Has a Title,6/22/2017,FALSE,10:21 AM,,,Hollywood Reporter
Sony’s Venom Movie Will Feature the Debut of Carnage,6/21/2017,FALSE,9:01 AM,,,Hollywood Reporter
Saw: Legacy Is Now Jigsaw,6/21/2017,FALSE,9:00 AM,,,Variety
Han Solo Movie Loses Directors Phil Lord and Christopher Miller,6/20/2017,FALSE,6:21 PM,,,Hollywood Reporter
Daniel Day-Lewis Announces Retirement,6/20/2017,FALSE,6:20 PM,,,Hollywood Reporter
Twilight Zone Movie Lands New Writer,6/20/2017,FALSE,6:19 PM,,,Variety
Anna Kendrick and Blake Lively Get A Simple Favor from Paul Feig,6/20/2017,FALSE,6:19 PM,,,Hollywood Reporter
Supernatural Spinoff in the Works at CW,6/20/2017,FALSE,6:18 PM,,,Variety
Sherlock Vets Developing Dracula Series,6/20/2017,FALSE,6:17 PM,,,Variety
Star Trek: Discovery Sets Fall Premiere,6/19/2017,FALSE,10:42 AM,,,Variety
Tony Danza Is Netflix’s Good Cop,6/19/2017,FALSE,10:40 AM,,,Variety
No More Transformers for Mark Wahlberg,6/19/2017,FALSE,4:01 AM,,,Digital Spy
Michael Bay Says Bad Boys 3 Needs to ‘Get It Going Soon’,6/19/2017,FALSE,4:01 AM,,,CinemaBlend.com
Stephen Furst: 1955-2017,6/19/2017,FALSE,3:59 AM,,,New York Times
John G. Avildsen: 1935-2017,6/16/2017,FALSE,7:09 PM,,,Variety
The Conjuring Franchise Adds Another Spinoff in The Crooked Man,6/14/2017,FALSE,10:42 AM,,,Variety
"X-Men: Dark Phoenix Adds Director Simon Kinberg, Reunites Franchise Stars Jennifer Lawrence, Michael Fassbender, James McAvoy",6/14/2017,FALSE,10:41 AM,,,deadline
Anita Pallenberg: 1944-2017,6/14/2017,FALSE,3:56 AM,,,Variety
Isla Fisher Joins Ed Helms and Jeremy Renner for Tag,6/14/2017,FALSE,3:54 AM,,,Hollywood Reporter
Unbreakable Kimmy Schmidt Renewed for Season 4,6/13/2017,FALSE,12:46 PM,,,Variety
Idris Elba Will Return for More Luther,6/12/2017,FALSE,1:41 PM,,,Variety
Adam West: 1928-2017,6/10/2017,FALSE,9:16 AM,,,Variety
Ivan Reitman Has Ideas for More Ghostbusters,6/9/2017,FALSE,8:00 PM,,,ScreenRant
Fargo May Not Return,6/9/2017,FALSE,7:50 PM,,,Hollywood Reporter
"A Series of Unfortunate Events Adds Nathan Fillion, Tony Hale",6/9/2017,FALSE,7:50 PM,,,Variety
Glenne Headly: 1955-2017,6/9/2017,FALSE,9:47 AM,,,USA Today
Fox Cancels 24: Legacy,6/8/2017,FALSE,3:53 AM,,,Variety
Live-Action Cowboy Bebop Series in Development,6/6/2017,FALSE,7:36 AM,,,Variety
Godzilla: King of Monsters Adds Bradley Whitford,6/2/2017,FALSE,2:17 PM,,,Variety
The Top Gun Sequel Has a Title,6/2/2017,FALSE,2:16 PM,,,Looper
HBO Lands Julia Roberts’ Today Will Be Different,6/1/2017,FALSE,2:21 PM,,,Hollywood Reporter
Netflix Cancels Sense8,6/1/2017,FALSE,2:20 PM,,,Variety
Hailee Steinfeld in Talks for Transformers Spinoff Bumblebee,5/31/2017,FALSE,4:55 PM,,,Variety
Sin City TV Series in Development,5/31/2017,FALSE,4:54 PM,,,deadline
Adam Wingard to Direct Godzilla vs. Kong,5/31/2017,FALSE,6:12 AM,,,Hollywood Reporter
Tyler Perry Planning Another Madea Halloween,5/26/2017,FALSE,11:47 AM,,,Variety
Boss Baby 2 Is Coming in 2021,5/25/2017,FALSE,3:46 PM,,,Variety
Blake Lively Has The Husband’s Secret,5/25/2017,FALSE,1:23 PM,,,Variety
Jetsons Movie Lands Sausage Party Director,5/25/2017,FALSE,1:22 PM,,,Variety
Gina Prince-Bythewood to Direct Silver Sable and Black Cat,5/25/2017,FALSE,11:13 AM,,,Variety
Joseph Kosinski Rumored to Direct Top Gun 2,5/24/2017,FALSE,1:08 PM,,,Variety
Jack Kesy Joins Deadpool 2,5/24/2017,FALSE,9:58 AM,,,Hollywood Reporter
Doug Liman Departs Justice League Dark Movie,5/23/2017,FALSE,5:24 PM,,,Variety
Charlie’s Angels Reboot Scheduled for Summer 2019,5/23/2017,FALSE,5:23 PM,,,Variety
Roger Moore: 1927-2017,5/23/2017,FALSE,7:06 AM,,,Guardian
Sam Mendes in Talks for Pinocchio,5/23/2017,FALSE,7:05 AM,,,Collider.com
Mel Brooks Hints Spaceballs 2 Could Still Happen,5/23/2017,FALSE,7:03 AM,,,ScreenRant
Twin Peaks Revival Spurs Record Number of New Showtime Subscriptions,5/23/2017,FALSE,7:02 AM,,,deadline
Zack Snyder Hands Justice League Reins to Joss Whedon,5/22/2017,FALSE,3:33 PM,,,Hollywood Reporter
James Wan to Produce Resident Evil Reboot,5/22/2017,FALSE,3:32 PM,,,deadline
Tom Holland to Star in Uncharted,5/22/2017,FALSE,10:41 AM,,,deadline
Bride of Frankenstein to Open Universal’s “Dark Universe” in 2019,5/22/2017,FALSE,10:40 AM,,,Variety
Angry Birds 2 Dated for 2019,5/22/2017,FALSE,10:39 AM,,,Variety
Resident Evil Reboot Already in Development,5/21/2017,FALSE,6:44 PM,,,Variety
Tom Hardy Is Venom,5/19/2017,FALSE,11:55 AM,,,Variety
Dark Crystal Prequel Series in Development at Netflix,5/18/2017,FALSE,8:36 AM,,,Variety
Netflix Developing Witcher Series,5/17/2017,FALSE,8:01 AM,,,Variety
Arrested Development Confirmed for Netflix Return,5/17/2017,FALSE,8:01 AM,,,Variety
Roseanne Revival Confirmed at ABC,5/16/2017,FALSE,11:28 AM,,,TV Line
Jordan Peele Reportedly Turns Down Live-Action Akira,5/16/2017,FALSE,11:27 AM,,,ScreenCrush
Jimmy Kimmel to Return as Oscars Host,5/16/2017,FALSE,11:26 AM,,,New York Times
The Odd Couple Canceled,5/15/2017,FALSE,11:57 AM,,,Variety
Brad Grey: 1957-2017,5/15/2017,FALSE,11:13 AM,,,Los Angeles Times
Kevin Costner Is Yellowstone Bound,5/15/2017,FALSE,9:56 AM,,,Variety
Fox Cancels Scream Queens,5/15/2017,FALSE,8:44 AM,,,Variety
Jason Bateman Confirmed for Arrested Development Season 5,5/12/2017,FALSE,6:06 PM,,,Variety
Tom Hanks to Star in News of the World,5/12/2017,FALSE,4:29 AM,,,deadline
Jackie Chan and Sylvester Stallone to Team Up for Ex-Baghdad,5/12/2017,FALSE,4:28 AM,,,Hollywood Reporter
ABC Orders Season 7 of Once Upon a Time,5/11/2017,FALSE,4:49 PM,,,Variety
"New Mutants Adds Anya Taylor-Joy, Maisie Williams",5/11/2017,FALSE,3:06 PM,,,Hollywood Reporter
Starz Renews American Gods,5/11/2017,FALSE,2:03 PM,,,Variety
The Goldbergs Gets a Two-Season Pickup,5/11/2017,FALSE,2:03 PM,,,Variety
Julia Roberts Is The Bookseller,5/11/2017,FALSE,11:38 AM,,,Hollywood Reporter
Syfy Orders Krypton Series,5/11/2017,FALSE,11:08 AM,,,Variety
Castle Rock Anthology Series Adds Andre Holland,5/11/2017,FALSE,9:52 AM,,,Hollywood Reporter
NBC Renews The Blacklist,5/11/2017,FALSE,9:47 AM,,,Variety
"Fox Wants More Gotham, Last Man on Earth",5/11/2017,FALSE,3:34 AM,,,Variety
Modern Family Earns Two-Season Renewal,5/10/2017,FALSE,6:22 PM,,,Variety
Last Man Standing Is No More,5/10/2017,FALSE,6:20 PM,,,Variety
Donald Glover Producing Animated Deadpool Series for FXX,5/10/2017,FALSE,11:16 AM,,,New York Times
Judge Dredd TV Show in Development,5/10/2017,FALSE,11:15 AM,,,Entertainment Weekly
Margot Robbie Heads for Dreamland,5/10/2017,FALSE,6:52 AM,,,Hollywood Reporter
Sleepy Hollow Is No More,5/9/2017,FALSE,6:22 PM,,,Variety
Taken Earns Season 2 Renewal,5/9/2017,FALSE,1:41 PM,,,Variety
Liam Neeson Has Retribution,5/9/2017,FALSE,1:41 PM,,,Variety
Stranger Things‘ David Harbour Reportedly Set for New Hellboy,5/9/2017,FALSE,3:20 AM,,,Hollywood Reporter
Dave Chappelle Joins A Star Is Born,5/5/2017,FALSE,3:09 PM,,,Variety
Transformers: The Last Knight Moves Up Two Days,5/5/2017,FALSE,10:19 AM,,,Variety
HBO Reportedly Developing Multiple Game of Thrones Spinoffs,5/4/2017,FALSE,1:13 PM,,,Variety
Mae Whitman Joins Valley Girl Remake,5/4/2017,FALSE,11:07 AM,,,Variety
The Handmaid’s Tale Renewed for Season 2,5/3/2017,FALSE,6:57 AM,,,Variety
Marvel’s Runaways Ordered to Series,5/3/2017,FALSE,6:56 AM,,,Variety
Hulu Unveils Live TV Package,5/3/2017,FALSE,6:56 AM,,,Variety
Bad Moms Christmas Rounds Out Cast,5/2/2017,FALSE,11:43 AM,,,Variety
Logan Is Returning to Theaters in Black & White,4/28/2017,FALSE,3:12 PM,,,Variety
Roseanne Revival Reunites Original Cast,4/28/2017,FALSE,12:03 PM,,,Variety
Akiva Goldsman Boards Firestarter Remake,4/28/2017,FALSE,8:50 AM,,,deadline
Kevin Hart Heads for The Great Outdoors,4/27/2017,FALSE,10:50 AM,,,Variety
David Fincher to Direct World War Z Sequel,4/27/2017,FALSE,3:14 AM,,,Variety
"Masters of the Universe Loses McG, Gains 2019 Release Date",4/27/2017,FALSE,3:13 AM,,,Entertainment Weekly
Joe Johnston to Direct Narnia: The Silver Chair,4/26/2017,FALSE,4:51 PM,,,Variety
Ewan McGregor Is Christopher Robin,4/26/2017,FALSE,2:04 PM,,,Variety
M. Night Shyamalan to Unite Unbreakable and Split with Glass,4/26/2017,FALSE,9:34 AM,,,Variety
Amazon Schedules The Tick for August Debut,4/26/2017,FALSE,6:53 AM,,,deadline
Jeff Goldblum Joins Jurassic World Sequel,4/26/2017,FALSE,3:18 AM,,,Hollywood Reporter
Seth Rogen and Billy Eichner in Talks for The Lion King,4/25/2017,FALSE,2:35 PM,,,Hollywood Reporter
Chris Rock and Adam Sandler to Reunite for The Week Of,4/25/2017,FALSE,2:34 PM,,,Hollywood Reporter
"Disney Dates Star Wars: Episode IX, Indiana Jones 5, Frozen 2, New Lion King",4/25/2017,FALSE,11:24 AM,,,Hollywood Reporter
"DC Digital Service to Air New Season of Young Justice, Live-Action Titans",4/25/2017,FALSE,9:58 AM,,,Variety
Taissa Farmiga Joins The Nun,4/24/2017,FALSE,11:47 AM,,,Variety
"Fox Dates Deadpool 2, New Mutants, and Next X-Men",4/22/2017,FALSE,11:50 AM,,,Hollywood Reporter
The Avatar Sequels Have a Fresh Round of Release Dates,4/22/2017,FALSE,11:50 AM,,,Variety
Universal Mulling Fast and Furious Spinoff,4/21/2017,FALSE,12:29 PM,,,Variety
Callum Turner Joins Fantastic Beasts Sequel,4/21/2017,FALSE,12:29 PM,,,Variety
Fox Orders More X-Files,4/20/2017,FALSE,4:20 PM,,,Variety
James Gunn Hints at Future MCU Projects Past Guardians Vol. 3,4/20/2017,FALSE,11:47 AM,,,Hollywood Reporter
Insidious: Chapter 4 Bumped to 2018,4/20/2017,FALSE,11:46 AM,,,Variety
Clint Eastwood Takes The 15:17 to Paris,4/20/2017,FALSE,11:45 AM,,,Variety
Wheel of Time TV Series in Development at Sony,4/20/2017,FALSE,11:45 AM,,,Variety
Does Joss Whedon’s ‘Batgirl’ Have Its Roots In A Seemingly Defunct Comic Book Project?,4/19/2017,FALSE,3:23 PM,,,Uproxx
"J.C. Spink, Producer and Master of the Script Sale, Dies at 45",4/19/2017,FALSE,3:20 PM,,,Hollywood Reporter
Marsha P. Johnson Doc Explores Trans Icon’s Mysterious Death (Exclusive Video),4/19/2017,FALSE,3:06 PM,,,Hollywood Reporter
Will Smith Might Play the Genie in Guy Ritchie’s Live-Action Aladdin,4/19/2017,FALSE,3:05 PM,,,Vulture
"Life-Size 2 Is Officially Coming to Freeform, and It’s Going to Have a Holiday Twist",4/19/2017,FALSE,3:02 PM,,,Vulture
A Breakdown of the Potential WGA Strike (and How It Could Affect You),4/19/2017,FALSE,2:55 PM,,,Film School Rejects
"Eugenio Derbez’s 3Pas Studios Woos Crossover Audience With Its First Film, ‘How to Be a Latin Lover’",4/19/2017,FALSE,11:44 AM,,,Variety
Female Artisans Find Mentors in Other Women in Showbiz Crafts Fields Dominated by Men,4/19/2017,FALSE,11:42 AM,,,Variety
Guillermo del Toro’s The Shape of Water Gets a Synopsis & Release Date,4/19/2017,FALSE,11:21 AM,,,ScreenRant
"Vin Diesel and The Rock Settle Feud, Will Star in ‘Fast and Furious 9’ Together",4/19/2017,FALSE,11:15 AM,,,Moviefone
‘Captain Marvel’ Will Be Helmed By An Unexpected Directing Team,4/19/2017,FALSE,11:13 AM,,,Uproxx
Female-Fronted King Kong TV Series Gets The Go-Ahead At MarVista Entertainment,4/18/2017,FALSE,12:54 PM,,,We Got This Covered
Riz Ahmed Joins Joaquin Phoenix and John C. Reilly in ‘The Sisters Brothers’ (EXCLUSIVE),4/18/2017,FALSE,12:52 PM,,,Variety
Kevin Spacey Is Hosting This Year’s Tony Awards,4/18/2017,FALSE,12:48 PM,,,Vulture
"Steve Buscemi, Greg Kinnear Enter ‘Philip K. Dick’s Electric Dreams’",4/18/2017,FALSE,12:38 PM,,,Variety
Blumhouse horror-thriller Stephanie to haunt opening night of Overlook Film Festival,4/18/2017,FALSE,12:35 PM,,,Entertainment Weekly
Godzilla 2 Casts Underground Star Aisha Hinds,4/18/2017,FALSE,12:33 PM,,,ScreenRant
STL-based documentary accepted to Tribeca Film Festival,4/17/2017,FALSE,5:11 PM,,,St. Louis Post-Dispatch
"Third Guardians of the Galaxy film coming, from the same director: James Gunn",4/17/2017,FALSE,5:01 PM,,,Toronto Star
Game of Thrones Actor Michael McElhatton Confirmed for Justice League,4/17/2017,FALSE,4:51 PM,,,ScreenCrush
"Netflix beats first-quarter earnings estimates, but slowdown in subscribers hits stock after hours",4/17/2017,FALSE,4:44 PM,,,Los Angeles Times
The Walking Dead Ups Three Cast Members To Series Regulars For Season 8,4/17/2017,FALSE,4:42 PM,,,We Got This Covered
The Insane Amount Of Money  The Fate Of The Furious  Made In China,4/17/2017,FALSE,11:40 AM,,,CinemaBlend.com
Disney’s Star Wars Land Will Include ‘Real’ Lightsabers,4/17/2017,FALSE,11:22 AM,,,ScreenCrush
"Bill Nye Recruits Tyler, The Creator for New Netflix Talk Show Theme",4/17/2017,FALSE,11:19 AM,,,ScreenCrush
Bill Condon in Talks to Direct The Bride of Frankenstein,4/14/2017,FALSE,8:31 AM,,,deadline
Kevin Hart Headed for Night School,4/13/2017,FALSE,4:26 PM,,,Hollywood Reporter
Coming to America Writers Reunite for Sequel,4/13/2017,FALSE,2:09 PM,,,Entertainment Weekly
Fede Alvarez to Direct New Labyrinth Movie,4/13/2017,FALSE,11:13 AM,,,Variety
Hugo Weaving Joins Mortal Engines,4/13/2017,FALSE,3:57 AM,,,Variety
Aquaman Adds Dolph Lundgren,4/12/2017,FALSE,5:21 PM,,,Hollywood Reporter
Josh Brolin is Deadpool 2‘s Cable,4/12/2017,FALSE,11:27 AM,,,Hollywood Reporter
Donald Sutherland Has Trust,4/12/2017,FALSE,11:26 AM,,,Variety
Syfy Renews The Magicians,4/12/2017,FALSE,11:26 AM,,,Variety
Charlie Murphy: 1959-2017,4/12/2017,FALSE,11:25 AM,,,Variety
Jude Law Is the Fantastic Beasts Sequel’s Young Dumbledore,4/12/2017,FALSE,10:12 AM,,,Variety
Big Little Lies Could Get a Second Season,4/12/2017,FALSE,10:11 AM,,,Collider.com
MTV Developing New Fear Factor,4/12/2017,FALSE,10:10 AM,,,Looper
Lisa Kudrow to Join Grace and Frankie for Season 4,4/12/2017,FALSE,10:09 AM,,,Variety
Hulu Renews The Path,4/12/2017,FALSE,10:08 AM,,,Variety
Nashville Renewed for Season 6,4/10/2017,FALSE,1:05 PM,,,Variety
Ron Howard to Deliver Hillbilly Elegy,4/10/2017,FALSE,1:04 PM,,,Variety
Netflix May Host The Haunting of Hill House,4/10/2017,FALSE,11:10 AM,,,Variety
Dwayne Johnson Books a Jungle Cruise,4/7/2017,FALSE,11:14 AM,,,Looper
The Fifth Element Returning to Theaters,4/7/2017,FALSE,11:12 AM,,,Entertainment Weekly
Arnold Schwarzenegger Still Wants Triplets,4/7/2017,FALSE,11:11 AM,,,Entertainment Weekly
CBS Renews Criminal Minds,4/7/2017,FALSE,11:07 AM,,,Variety
Don Rickles: 1926-2017,4/6/2017,FALSE,11:33 AM,,,Los Angeles Times
Eric Roth Writing New Dune,4/5/2017,FALSE,12:45 PM,,,Variety
Demian Bichir to Star in The Nun,4/5/2017,FALSE,12:44 PM,,,Variety
Jeffrey Dean Morgan Joins Rampage,4/5/2017,FALSE,12:43 PM,,,Entertainment Weekly
Freeform Picks Up Marvel’s New Warriors Series,4/5/2017,FALSE,6:51 AM,,,Hollywood Reporter
Michael Keaton in Talks for Live-Action Dumbo,4/4/2017,FALSE,5:08 PM,,,Variety
Cloak & Dagger Picks Up 10-Episode Season Order,4/4/2017,FALSE,1:13 PM,,,ScreenRant
The Defenders Schedules August Premiere,4/4/2017,FALSE,1:04 PM,,,Looper
Netflix Renews A Series of Unfortunate Events,4/4/2017,FALSE,1:03 PM,,,Variety
Tom Hardy Is Pablo Larrain’s True American,4/4/2017,FALSE,1:02 PM,,,Hollywood Reporter
Purge Television Series in Development,4/4/2017,FALSE,12:58 PM,,,Hollywood Reporter
Invader Zim TV Movie in the Works,4/4/2017,FALSE,12:56 PM,,,Entertainment Weekly
Simon Pegg Has Lost Transmissions,4/4/2017,FALSE,12:55 PM,,,Variety
Tobey Maguire to Direct Blood on Snow,4/4/2017,FALSE,12:51 PM,,,Hollywood Reporter
Boss Baby Screenwriter Adapting Frogkisser!,4/4/2017,FALSE,12:50 PM,,,Hollywood Reporter
"Piers Anthony’s Xanth Series Being Developed for Film, TV",4/3/2017,FALSE,6:48 PM,,,Variety
Ridley Scott Ready for Battle of Britain,4/3/2017,FALSE,3:45 PM,,,Variety
Sylvester Stallone Quits The Expendables,3/31/2017,FALSE,2:39 PM,,,deadline
The Dark Tower Moves Back One More Week,3/30/2017,FALSE,4:45 PM,,,Entertainment Weekly
Joss Whedon to Write and Direct Batgirl Movie,3/30/2017,FALSE,9:41 AM,,,Variety
Jordan Peele Reportedly Wanted for Live-Action Akira,3/30/2017,FALSE,3:48 AM,,,The Tracking Board
Netflix Renews Santa Clarita Diet,3/29/2017,FALSE,7:56 AM,,,Variety
The Wreck-It Ralph Sequel Has a Title,3/29/2017,FALSE,3:58 AM,,,Hollywood Reporter
Mission: Impossible 6 Filming in IMAX 3D,3/29/2017,FALSE,3:57 AM,,,ScreenRant
Spider-Man’s MCU Future Is Uncertain,3/29/2017,FALSE,3:56 AM,,,Forbes
Amy Poehler and Nick Offerman Reunite for The Handmade Project,3/28/2017,FALSE,3:33 PM,,,Variety
Robert Rodriguez to Direct Ugly Dolls Movie,3/28/2017,FALSE,3:26 PM,,,Hollywood Reporter
Billy Eichner Joins American Horror Story,3/28/2017,FALSE,10:58 AM,,,Variety
"Robert Downey, Jr.’s Dr. Dolittle Dated for May 2019",3/28/2017,FALSE,3:09 AM,,,Variety
Baby Driver Bumped Up to June 28,3/28/2017,FALSE,3:08 AM,,,Hollywood Reporter
George Clooney’s Suburbicon Coming in November,3/28/2017,FALSE,3:07 AM,,,Variety
Venom Rumored to Serve as R-Rated Sony Marvel Universe Launch,3/27/2017,FALSE,2:08 PM,,,Collider.com
"Godzilla Sequel Adds O’Shea Jackson, Jr.",3/27/2017,FALSE,2:07 PM,,,Variety
True Detective Season 3 in Development,3/27/2017,FALSE,2:06 PM,,,Moviefone
Paul Greengrass to Direct Ness,3/27/2017,FALSE,2:05 PM,,,Variety
Colin Farrell in Talks for Live-Action Dumbo,3/24/2017,FALSE,1:18 PM,,,Looper
Adam Sandler Extends Netflix Pact,3/24/2017,FALSE,10:31 AM,,,Variety
Edward James Olmos Joins The Predator,3/24/2017,FALSE,10:30 AM,,,Hollywood Reporter
Amy Schumer Exits Barbie,3/23/2017,FALSE,3:48 PM,,,Variety
Zombieland 2 Has a Script,3/23/2017,FALSE,4:02 AM,,,ScreenRant
Sony Planning Spider-Man Spinoff Around Silver Sable and Black Cat Characters,3/22/2017,FALSE,5:17 PM,,,Variety
Brie Larson Is Victoria Woodhull,3/22/2017,FALSE,12:49 PM,,,Hollywood Reporter
Michael Shannon Rumored for Cable in Deadpool 2,3/22/2017,FALSE,11:52 AM,,,Variety
Wonder Woman Rated PG-13,3/22/2017,FALSE,3:18 AM,,,ScreenRant
Chuck Barris: 1929-2017,3/22/2017,FALSE,3:18 AM,,,Los Angeles Times
"Skydance’s Ellison Teases Terminator Announcement, Says Franchise Has ‘Bright Future’",3/21/2017,FALSE,11:59 AM,,,Collider.com
The Big Bang Theory Earns Two-Season Renewal,3/20/2017,FALSE,11:37 AM,,,Variety
Robert Downey Jr. Embarking on The Voyage of Doctor Dolittle,3/20/2017,FALSE,11:18 AM,,,Variety
Venom Movie Scheduled for 2018,3/17/2017,FALSE,4:12 AM,,,Looper
Henry Cavill Joins Mission: Impossible 6,3/17/2017,FALSE,4:11 AM,,,Variety
James Mangold Is On The Force,3/17/2017,FALSE,4:10 AM,,,Variety
